id,user_id,article_id,campaign_id,click,datetime,device,os,browser
8808,434,145,4,0,2019-12-08 00:03:26,mobile,android,chrome
8809,434,415,3,0,2019-12-08 00:03:39,mobile,android,chrome
8810,434,299,3,0,2019-12-08 00:03:50,mobile,android,chrome
8811,434,74,2,0,2019-12-08 00:04:00,mobile,android,chrome
8812,189,338,3,0,2019-12-08 00:09:00,pc,win,ie
8813,189,132,0,0,2019-12-08 00:09:05,pc,win,ie
8814,189,411,0,1,2019-12-08 00:09:14,pc,win,ie
8815,189,60,2,0,2019-12-08 00:09:27,pc,win,ie
8816,189,338,2,0,2019-12-08 00:09:32,pc,win,ie
8817,189,491,0,0,2019-12-08 00:09:49,pc,win,ie
8818,189,132,0,0,2019-12-08 00:09:50,pc,win,ie
8819,189,301,1,0,2019-12-08 00:09:58,pc,win,ie
8820,189,494,2,0,2019-12-08 00:10:11,pc,win,ie
8821,4098,286,2,0,2019-12-08 00:11:53,mobile,ios,safari
8822,4098,101,4,0,2019-12-08 00:11:53,mobile,ios,safari
8823,4098,430,4,0,2019-12-08 00:12:06,mobile,ios,safari
8824,4098,178,0,0,2019-12-08 00:12:11,mobile,ios,safari
8825,4098,174,3,0,2019-12-08 00:12:16,mobile,ios,safari
8826,4098,29,0,0,2019-12-08 00:12:27,mobile,ios,safari
8827,4098,208,2,0,2019-12-08 00:12:40,mobile,ios,safari
8828,4098,256,3,0,2019-12-08 00:12:44,mobile,ios,safari
8829,4098,300,0,1,2019-12-08 00:12:56,mobile,ios,safari
8830,4098,29,1,0,2019-12-08 00:13:07,mobile,ios,safari
8831,4098,435,4,0,2019-12-08 00:13:22,mobile,ios,safari
8832,2604,210,4,0,2019-12-08 00:18:24,pc,win,ie
8833,2604,160,1,0,2019-12-08 00:18:39,pc,win,ie
8834,2604,160,4,0,2019-12-08 00:18:57,pc,win,ie
8835,2604,343,2,0,2019-12-08 00:19:21,pc,win,ie
8836,2604,210,1,0,2019-12-08 00:19:31,pc,win,ie
8837,1925,437,2,0,2019-12-08 00:20:34,mobile,ios,safari
8838,1925,15,1,0,2019-12-08 00:20:36,mobile,ios,safari
8839,1925,15,3,0,2019-12-08 00:20:40,mobile,ios,safari
8840,1925,103,4,0,2019-12-08 00:21:19,mobile,ios,safari
8841,577,293,2,0,2019-12-08 00:29:58,mobile,android,chrome
8842,577,371,4,0,2019-12-08 00:29:59,mobile,android,chrome
8843,577,88,0,0,2019-12-08 00:30:02,mobile,android,chrome
8844,577,398,1,0,2019-12-08 00:30:14,mobile,android,chrome
8845,577,178,4,0,2019-12-08 00:30:26,mobile,android,chrome
8846,577,283,0,0,2019-12-08 00:30:27,mobile,android,chrome
8847,577,382,2,0,2019-12-08 00:30:44,mobile,android,chrome
8848,2620,403,0,0,2019-12-08 00:30:55,mobile,ios,safari
8849,2620,108,2,0,2019-12-08 00:30:58,mobile,ios,safari
8850,2620,410,4,0,2019-12-08 00:31:48,mobile,ios,safari
8851,2620,410,0,1,2019-12-08 00:33:01,mobile,ios,safari
8852,710,459,0,0,2019-12-08 00:35:17,mobile,ios,safari
8853,710,340,1,0,2019-12-08 00:35:26,mobile,ios,safari
8854,710,68,3,0,2019-12-08 00:35:39,mobile,ios,safari
8855,3364,244,0,0,2019-12-08 00:35:49,pc,mac,safari
8856,3364,212,2,0,2019-12-08 00:35:49,pc,mac,safari
8857,710,140,3,0,2019-12-08 00:35:58,mobile,ios,safari
8858,3364,6,1,0,2019-12-08 00:36:10,pc,mac,safari
8859,3364,360,4,0,2019-12-08 00:36:12,pc,mac,safari
8860,710,182,1,0,2019-12-08 00:36:23,mobile,ios,safari
8861,3364,498,4,0,2019-12-08 00:36:26,pc,mac,safari
8862,3364,298,0,0,2019-12-08 00:36:38,pc,mac,safari
8863,710,150,0,0,2019-12-08 00:36:43,mobile,ios,safari
8864,3364,6,3,0,2019-12-08 00:37:05,pc,mac,safari
8865,2446,229,3,0,2019-12-08 00:37:20,pc,win,ie
8866,3364,25,1,0,2019-12-08 00:37:38,pc,mac,safari
8867,2446,294,4,0,2019-12-08 00:38:08,pc,win,ie
8868,2446,286,1,0,2019-12-08 00:39:00,pc,win,ie
8869,1799,397,0,0,2019-12-08 00:39:08,mobile,android,default
8870,1799,123,2,1,2019-12-08 00:39:12,mobile,android,default
8871,1799,294,0,0,2019-12-08 00:39:12,mobile,android,default
8872,1799,497,4,0,2019-12-08 00:39:14,mobile,android,default
8873,1799,446,3,0,2019-12-08 00:39:22,mobile,android,default
8874,1799,394,0,0,2019-12-08 00:39:23,mobile,android,default
8875,1799,427,1,0,2019-12-08 00:39:26,mobile,android,default
8876,1799,93,4,0,2019-12-08 00:39:26,mobile,android,default
8877,1799,93,4,1,2019-12-08 00:39:33,mobile,android,default
8878,1799,426,3,0,2019-12-08 00:39:40,mobile,android,default
8879,1799,277,3,0,2019-12-08 00:39:40,mobile,android,default
8880,1799,489,2,0,2019-12-08 00:39:42,mobile,android,default
8881,2446,86,3,1,2019-12-08 00:39:44,pc,win,ie
8882,1799,261,1,0,2019-12-08 00:39:46,mobile,android,default
8883,1799,448,4,0,2019-12-08 00:39:52,mobile,android,default
8884,1799,448,1,0,2019-12-08 00:39:54,mobile,android,default
8885,1799,227,1,0,2019-12-08 00:40:03,mobile,android,default
8886,1799,334,2,1,2019-12-08 00:40:11,mobile,android,default
8887,1799,184,2,1,2019-12-08 00:40:17,mobile,android,default
8888,2446,86,3,0,2019-12-08 00:40:20,pc,win,ie
8889,1799,334,2,0,2019-12-08 00:40:22,mobile,android,default
8890,2446,19,4,0,2019-12-08 00:41:06,pc,win,ie
8891,2446,497,3,0,2019-12-08 00:41:16,pc,win,ie
8892,4970,386,3,0,2019-12-08 00:45:56,mobile,ios,safari
8893,4970,132,2,0,2019-12-08 00:46:21,mobile,ios,safari
8894,4970,411,3,0,2019-12-08 00:46:51,mobile,ios,safari
8895,3589,408,1,0,2019-12-08 00:48:00,mobile,ios,safari
8896,3589,161,1,0,2019-12-08 00:48:36,mobile,ios,safari
8897,3589,194,4,0,2019-12-08 00:48:37,mobile,ios,safari
8898,3589,205,2,1,2019-12-08 00:49:01,mobile,ios,safari
8899,3589,374,3,0,2019-12-08 00:49:16,mobile,ios,safari
8900,3589,276,1,0,2019-12-08 00:49:45,mobile,ios,safari
8901,3589,385,4,0,2019-12-08 00:50:12,mobile,ios,safari
8902,3589,467,2,0,2019-12-08 00:50:45,mobile,ios,safari
8903,2342,169,4,0,2019-12-08 00:54:22,pc,mac,safari
8904,2342,169,3,0,2019-12-08 00:54:54,pc,mac,safari
8905,2342,71,4,0,2019-12-08 00:56:00,pc,mac,safari
8906,4317,40,0,1,2019-12-08 00:56:05,mobile,ios,safari
8907,4317,172,4,0,2019-12-08 00:56:29,mobile,ios,safari
8908,4317,225,1,0,2019-12-08 00:57:02,mobile,ios,safari
8909,4317,4,2,0,2019-12-08 00:57:23,mobile,ios,safari
8910,4612,192,2,0,2019-12-08 01:16:28,mobile,ios,safari
8911,4612,435,0,0,2019-12-08 01:16:45,mobile,ios,safari
8912,2628,214,1,0,2019-12-08 01:20:27,pc,win,chrome
8913,2628,470,0,0,2019-12-08 01:20:28,pc,win,chrome
8914,2628,187,1,0,2019-12-08 01:20:34,pc,win,chrome
8915,2628,393,4,0,2019-12-08 01:20:39,pc,win,chrome
8916,2628,111,4,0,2019-12-08 01:20:47,pc,win,chrome
8917,2628,138,3,0,2019-12-08 01:20:50,pc,win,chrome
8918,2628,74,4,0,2019-12-08 01:20:53,pc,win,chrome
8919,2628,373,2,0,2019-12-08 01:21:05,pc,win,chrome
8920,2628,373,2,0,2019-12-08 01:21:08,pc,win,chrome
8921,2628,340,2,0,2019-12-08 01:21:13,pc,win,chrome
8922,2628,7,4,0,2019-12-08 01:21:25,pc,win,chrome
8923,2628,459,4,0,2019-12-08 01:21:32,pc,win,chrome
8924,2628,459,4,0,2019-12-08 01:21:44,pc,win,chrome
8925,2628,29,0,0,2019-12-08 01:21:45,pc,win,chrome
8926,3350,459,2,0,2019-12-08 01:38:40,pc,win,edge
8927,3350,145,3,0,2019-12-08 01:38:57,pc,win,edge
8928,3350,304,1,0,2019-12-08 01:39:12,pc,win,edge
8929,3350,136,1,0,2019-12-08 01:39:20,pc,win,edge
8930,3350,395,0,0,2019-12-08 01:39:23,pc,win,edge
8931,3350,26,1,0,2019-12-08 01:39:32,pc,win,edge
8932,3350,346,1,0,2019-12-08 01:39:59,pc,win,edge
8933,1172,78,1,0,2019-12-08 01:41:42,mobile,ios,safari
8934,1548,255,3,1,2019-12-08 01:46:05,pc,mac,safari
8935,1529,244,3,0,2019-12-08 01:47:27,mobile,android,chrome
8936,1529,329,1,0,2019-12-08 01:47:52,mobile,android,chrome
8937,1529,329,3,0,2019-12-08 01:48:16,mobile,android,chrome
8938,1529,261,2,0,2019-12-08 01:48:18,mobile,android,chrome
8939,3437,166,4,0,2019-12-08 01:48:22,mobile,ios,safari
8940,3437,36,0,0,2019-12-08 01:48:26,mobile,ios,safari
8941,1529,277,0,0,2019-12-08 01:48:28,mobile,android,chrome
8942,3437,480,3,0,2019-12-08 01:48:48,mobile,ios,safari
8943,1529,247,1,0,2019-12-08 01:48:49,mobile,android,chrome
8944,1529,277,0,0,2019-12-08 01:48:54,mobile,android,chrome
8945,3437,492,1,0,2019-12-08 01:49:01,mobile,ios,safari
8946,1529,329,1,0,2019-12-08 01:49:07,mobile,android,chrome
8947,3437,33,3,0,2019-12-08 01:49:09,mobile,ios,safari
8948,3437,101,0,0,2019-12-08 01:49:19,mobile,ios,safari
8949,1529,277,2,0,2019-12-08 01:49:30,mobile,android,chrome
8950,3437,171,3,0,2019-12-08 01:49:39,mobile,ios,safari
8951,3437,20,3,0,2019-12-08 01:49:46,mobile,ios,safari
8952,3437,171,0,0,2019-12-08 01:50:07,mobile,ios,safari
8953,3437,171,2,0,2019-12-08 01:50:25,mobile,ios,safari
8954,3437,52,1,0,2019-12-08 01:50:44,mobile,ios,safari
8955,3437,20,0,1,2019-12-08 01:50:52,mobile,ios,safari
8956,25,6,3,0,2019-12-08 01:53:59,mobile,ios,safari
8957,2378,148,1,0,2019-12-08 01:55:04,pc,mac,safari
8958,2800,272,2,0,2019-12-08 01:57:10,mobile,android,chrome
8959,2800,417,1,0,2019-12-08 01:57:59,mobile,android,chrome
8960,2800,417,2,0,2019-12-08 01:58:46,mobile,android,chrome
8961,2800,425,3,0,2019-12-08 01:59:42,mobile,android,chrome
8962,4754,412,4,0,2019-12-08 02:01:06,pc,win,ie
8963,4754,33,0,0,2019-12-08 02:01:37,pc,win,ie
8964,347,120,2,0,2019-12-08 02:04:57,mobile,ios,safari
8965,347,190,4,0,2019-12-08 02:05:17,mobile,ios,safari
8966,347,196,4,0,2019-12-08 02:05:42,mobile,ios,safari
8967,347,235,0,0,2019-12-08 02:05:44,mobile,ios,safari
8968,347,98,1,0,2019-12-08 02:06:02,mobile,ios,safari
8969,2590,267,3,0,2019-12-08 02:06:02,mobile,ios,safari
8970,347,456,0,0,2019-12-08 02:06:24,mobile,ios,safari
8971,2590,37,1,0,2019-12-08 02:06:34,mobile,ios,safari
8972,2590,494,2,0,2019-12-08 02:06:36,mobile,ios,safari
8973,2590,400,3,0,2019-12-08 02:06:41,mobile,ios,safari
8974,2052,18,0,0,2019-12-08 02:11:51,pc,win,ie
8975,4830,40,4,1,2019-12-08 02:13:23,pc,mac,firefox
8976,4830,308,0,0,2019-12-08 02:13:44,pc,mac,firefox
8977,4830,25,2,0,2019-12-08 02:13:48,pc,mac,firefox
8978,4830,477,2,0,2019-12-08 02:14:01,pc,mac,firefox
8979,4830,202,3,0,2019-12-08 02:14:12,pc,mac,firefox
8980,841,192,3,0,2019-12-08 02:17:15,mobile,ios,safari
8981,841,60,0,0,2019-12-08 02:17:15,mobile,ios,safari
8982,841,301,2,0,2019-12-08 02:17:17,mobile,ios,safari
8983,841,491,2,0,2019-12-08 02:17:22,mobile,ios,safari
8984,841,60,4,0,2019-12-08 02:17:26,mobile,ios,safari
8985,841,132,1,0,2019-12-08 02:17:31,mobile,ios,safari
