id,user_id,article_id,campaign_id,click,datetime,device,os,browser
4715,4439,187,1,0,2019-12-05 00:03:15,mobile,android,chrome
4716,4439,373,3,0,2019-12-05 00:03:21,mobile,android,chrome
4717,4439,393,0,0,2019-12-05 00:03:38,mobile,android,chrome
4718,499,116,1,0,2019-12-05 00:23:13,mobile,ios,safari
4719,499,320,3,0,2019-12-05 00:24:04,mobile,ios,safari
4720,499,211,3,0,2019-12-05 00:24:34,mobile,ios,safari
4721,499,355,1,0,2019-12-05 00:24:40,mobile,ios,safari
4722,4770,18,1,1,2019-12-05 00:38:31,mobile,ios,safari
4723,4770,18,1,0,2019-12-05 00:39:02,mobile,ios,safari
4724,4770,298,1,0,2019-12-05 00:39:12,mobile,ios,safari
4725,4770,375,0,1,2019-12-05 00:39:21,mobile,ios,safari
4726,4770,287,3,0,2019-12-05 00:39:42,mobile,ios,safari
4727,4770,221,0,0,2019-12-05 00:40:02,mobile,ios,safari
4728,4770,231,1,0,2019-12-05 00:40:30,mobile,ios,safari
4729,4122,208,0,0,2019-12-05 00:46:57,pc,mac,firefox
4730,4122,265,1,0,2019-12-05 00:47:34,pc,mac,firefox
4731,4122,265,1,0,2019-12-05 00:48:12,pc,mac,firefox
4732,4122,300,4,0,2019-12-05 00:48:48,pc,mac,firefox
4733,321,477,4,0,2019-12-05 00:49:03,mobile,android,chrome
4734,2086,15,1,0,2019-12-05 00:50:14,mobile,android,chrome
4735,2086,103,0,1,2019-12-05 00:50:33,mobile,android,chrome
4736,2086,109,0,0,2019-12-05 00:50:50,mobile,android,chrome
4737,2086,103,2,0,2019-12-05 00:51:10,mobile,android,chrome
4738,2086,254,3,0,2019-12-05 00:51:13,mobile,android,chrome
4739,2086,304,1,0,2019-12-05 00:51:14,mobile,android,chrome
4740,2086,68,3,0,2019-12-05 00:51:31,mobile,android,chrome
4741,2086,51,0,1,2019-12-05 00:51:50,mobile,android,chrome
4742,2086,456,1,0,2019-12-05 00:52:03,mobile,android,chrome
4743,4023,183,4,0,2019-12-05 00:58:03,mobile,android,chrome
4744,4023,78,0,0,2019-12-05 00:58:23,mobile,android,chrome
4745,4023,307,2,0,2019-12-05 00:58:38,mobile,android,chrome
4746,3606,361,3,0,2019-12-05 01:00:38,pc,win,ie
4747,3606,344,3,0,2019-12-05 01:00:48,pc,win,ie
4748,198,436,1,0,2019-12-05 01:02:07,pc,win,ie
4749,198,124,1,0,2019-12-05 01:02:26,pc,win,ie
4750,198,477,1,0,2019-12-05 01:03:02,pc,win,ie
4751,198,168,4,0,2019-12-05 01:03:29,pc,win,ie
4752,2781,351,1,0,2019-12-05 01:04:18,mobile,ios,safari
4753,2443,365,2,0,2019-12-05 01:04:27,mobile,ios,safari
4754,2443,200,1,0,2019-12-05 01:05:13,mobile,ios,safari
