id,user_id,article_id,campaign_id,click,datetime,device,os,browser
11905,1477,110,1,0,2019-12-10 00:04:37,mobile,ios,safari
11906,2199,284,4,0,2019-12-10 00:22:35,pc,win,ie
11907,2199,74,3,0,2019-12-10 00:22:43,pc,win,ie
11908,3341,445,4,0,2019-12-10 00:24:49,mobile,ios,safari
11909,3341,75,2,0,2019-12-10 00:25:27,mobile,ios,safari
11910,3683,264,2,0,2019-12-10 00:27:19,mobile,ios,safari
11911,3683,418,3,0,2019-12-10 00:27:34,mobile,ios,safari
11912,3683,295,1,0,2019-12-10 00:27:38,mobile,ios,safari
11913,3683,63,3,0,2019-12-10 00:28:00,mobile,ios,safari
11914,2576,440,3,0,2019-12-10 00:29:26,mobile,ios,safari
11915,3757,62,1,0,2019-12-10 00:29:29,mobile,ios,safari
11916,2576,28,4,0,2019-12-10 00:29:57,mobile,ios,safari
11917,3757,95,4,0,2019-12-10 00:30:43,mobile,ios,safari
11918,2211,404,3,0,2019-12-10 00:32:56,mobile,ios,safari
11919,3757,95,3,0,2019-12-10 00:33:11,mobile,ios,safari
11920,2211,391,0,0,2019-12-10 00:33:14,mobile,ios,safari
11921,2211,310,1,0,2019-12-10 00:33:26,mobile,ios,safari
11922,2211,326,3,0,2019-12-10 00:33:41,mobile,ios,safari
11923,2211,490,4,0,2019-12-10 00:33:57,mobile,ios,safari
11924,2211,326,1,0,2019-12-10 00:34:01,mobile,ios,safari
11925,2417,294,4,0,2019-12-10 00:34:07,mobile,android,chrome
11926,2211,391,3,0,2019-12-10 00:34:10,mobile,ios,safari
11927,2211,387,3,0,2019-12-10 00:34:37,mobile,ios,safari
11928,4327,310,0,1,2019-12-10 00:38:27,mobile,ios,safari
11929,4327,382,1,1,2019-12-10 00:39:03,mobile,ios,safari
11930,4327,330,3,0,2019-12-10 00:39:10,mobile,ios,safari
11931,4327,293,4,0,2019-12-10 00:39:13,mobile,ios,safari
11932,4327,490,4,0,2019-12-10 00:39:47,mobile,ios,safari
11933,2805,248,4,0,2019-12-10 00:44:33,mobile,ios,safari
11934,2805,29,4,0,2019-12-10 00:45:14,mobile,ios,safari
11935,820,266,1,0,2019-12-10 01:00:06,mobile,ios,safari
11936,820,266,3,0,2019-12-10 01:00:44,mobile,ios,safari
11937,820,89,0,0,2019-12-10 01:01:33,mobile,ios,safari
11938,820,207,0,0,2019-12-10 01:02:05,mobile,ios,safari
11939,820,141,1,0,2019-12-10 01:02:50,mobile,ios,safari
11940,820,64,3,0,2019-12-10 01:03:04,mobile,ios,safari
11941,766,474,0,0,2019-12-10 01:03:15,mobile,android,chrome
11942,766,347,0,0,2019-12-10 01:04:11,mobile,android,chrome
11943,766,438,0,0,2019-12-10 01:04:44,mobile,android,chrome
11944,766,165,1,0,2019-12-10 01:05:18,mobile,android,chrome
11945,3323,232,2,0,2019-12-10 01:07:06,pc,mac,safari
11946,154,3,0,0,2019-12-10 01:08:21,mobile,ios,safari
11947,154,414,0,0,2019-12-10 01:08:48,mobile,ios,safari
11948,154,144,1,0,2019-12-10 01:09:17,mobile,ios,safari
11949,154,486,2,0,2019-12-10 01:09:39,mobile,ios,safari
11950,154,92,4,0,2019-12-10 01:09:46,mobile,ios,safari
11951,3333,479,0,0,2019-12-10 01:10:52,mobile,android,chrome
11952,4619,414,0,0,2019-12-10 01:14:36,mobile,ios,safari
11953,4619,290,0,0,2019-12-10 01:15:02,mobile,ios,safari
11954,4619,321,1,0,2019-12-10 01:15:50,mobile,ios,safari
11955,4619,144,4,0,2019-12-10 01:16:31,mobile,ios,safari
11956,4619,485,3,0,2019-12-10 01:17:27,mobile,ios,safari
11957,1019,49,3,0,2019-12-10 01:17:48,mobile,ios,safari
11958,2510,359,1,0,2019-12-10 01:17:57,pc,win,chrome
11959,2510,200,2,0,2019-12-10 01:17:58,pc,win,chrome
11960,4619,104,2,0,2019-12-10 01:18:13,mobile,ios,safari
11961,2510,30,2,0,2019-12-10 01:18:29,pc,win,chrome
11962,1823,62,3,0,2019-12-10 01:19:04,mobile,android,chrome
11963,1823,353,0,0,2019-12-10 01:19:18,mobile,android,chrome
11964,1823,95,2,0,2019-12-10 01:19:40,mobile,android,chrome
11965,267,305,4,0,2019-12-10 01:19:46,pc,win,ie
11966,1823,95,4,0,2019-12-10 01:20:35,mobile,android,chrome
11967,267,48,1,0,2019-12-10 01:20:45,pc,win,ie
11968,4590,193,1,0,2019-12-10 01:20:49,pc,win,ie
11969,4590,77,4,0,2019-12-10 01:20:58,pc,win,ie
11970,4590,50,4,0,2019-12-10 01:21:01,pc,win,ie
11971,1823,95,3,0,2019-12-10 01:21:05,mobile,android,chrome
11972,4590,248,3,0,2019-12-10 01:21:15,pc,win,ie
11973,4590,462,3,0,2019-12-10 01:21:34,pc,win,ie
11974,267,222,3,0,2019-12-10 01:21:35,pc,win,ie
11975,4590,256,1,0,2019-12-10 01:21:51,pc,win,ie
11976,4590,256,0,0,2019-12-10 01:22:07,pc,win,ie
11977,4590,462,3,0,2019-12-10 01:22:16,pc,win,ie
11978,4590,435,4,0,2019-12-10 01:22:21,pc,win,ie
11979,267,30,2,0,2019-12-10 01:22:35,pc,win,ie
11980,3036,92,3,0,2019-12-10 01:23:27,mobile,android,chrome
11981,3036,36,2,0,2019-12-10 01:23:37,mobile,android,chrome
11982,3036,480,1,0,2019-12-10 01:24:09,mobile,android,chrome
11983,3036,492,2,0,2019-12-10 01:24:36,mobile,android,chrome
11984,944,160,0,0,2019-12-10 01:26:49,mobile,ios,safari
11985,944,434,3,0,2019-12-10 01:26:53,mobile,ios,safari
11986,3804,144,2,1,2019-12-10 01:29:31,mobile,android,chrome
11987,3804,3,1,0,2019-12-10 01:29:32,mobile,android,chrome
11988,3730,357,0,0,2019-12-10 01:29:41,mobile,ios,safari
11989,3804,92,4,0,2019-12-10 01:30:09,mobile,android,chrome
11990,3730,398,1,0,2019-12-10 01:30:15,mobile,ios,safari
11991,3730,435,1,0,2019-12-10 01:30:49,mobile,ios,safari
11992,3730,214,2,0,2019-12-10 01:31:19,mobile,ios,safari
11993,3730,415,3,0,2019-12-10 01:31:38,mobile,ios,safari
11994,3730,371,3,0,2019-12-10 01:31:55,mobile,ios,safari
11995,2342,444,0,0,2019-12-10 01:32:06,pc,mac,safari
11996,2535,22,4,0,2019-12-10 01:32:30,pc,mac,safari
11997,2342,354,0,0,2019-12-10 01:32:43,pc,mac,safari
11998,2535,67,3,0,2019-12-10 01:32:46,pc,mac,safari
11999,2342,201,0,0,2019-12-10 01:33:32,pc,mac,safari
12000,2535,363,2,0,2019-12-10 01:33:34,pc,mac,safari
12001,2535,140,1,0,2019-12-10 01:34:13,pc,mac,safari
12002,2535,179,1,0,2019-12-10 01:34:26,pc,mac,safari
12003,2535,98,1,0,2019-12-10 01:35:08,pc,mac,safari
12004,2535,352,4,0,2019-12-10 01:35:29,pc,mac,safari
12005,2535,424,2,0,2019-12-10 01:35:58,pc,mac,safari
12006,1973,290,0,0,2019-12-10 01:57:36,mobile,android,chrome
12007,1973,92,0,0,2019-12-10 01:57:51,mobile,android,chrome
12008,1973,479,2,0,2019-12-10 01:58:02,mobile,android,chrome
12009,1973,279,0,0,2019-12-10 01:58:37,mobile,android,chrome
12010,15,487,0,0,2019-12-10 02:15:25,pc,win,chrome
12011,4139,366,1,0,2019-12-10 02:15:25,pc,mac,chrome
12012,15,311,3,0,2019-12-10 02:15:30,pc,win,chrome
12013,4139,93,3,0,2019-12-10 02:15:36,pc,mac,chrome
12014,4139,446,2,0,2019-12-10 02:15:54,pc,mac,chrome
12015,4139,446,1,0,2019-12-10 02:16:06,pc,mac,chrome
12016,4139,200,0,0,2019-12-10 02:16:07,pc,mac,chrome
12017,4139,359,0,0,2019-12-10 02:16:20,pc,mac,chrome
12018,4139,30,4,0,2019-12-10 02:16:29,pc,mac,chrome
12019,4139,30,0,0,2019-12-10 02:16:47,pc,mac,chrome
12020,399,409,4,0,2019-12-10 02:21:09,mobile,ios,safari
12021,399,477,1,0,2019-12-10 02:21:33,mobile,ios,safari
12022,189,344,2,0,2019-12-10 02:23:17,pc,win,ie
12023,189,344,4,0,2019-12-10 02:23:32,pc,win,ie
12024,189,274,1,0,2019-12-10 02:23:47,pc,win,ie
12025,189,361,3,0,2019-12-10 02:23:59,pc,win,ie
12026,189,125,1,0,2019-12-10 02:24:06,pc,win,ie
12027,189,353,1,0,2019-12-10 02:24:25,pc,win,ie
12028,189,75,1,0,2019-12-10 02:24:30,pc,win,ie
12029,189,349,1,0,2019-12-10 02:24:40,pc,win,ie
12030,2464,268,3,0,2019-12-10 02:27:10,mobile,android,firefox
12031,3938,75,2,0,2019-12-10 02:27:54,pc,win,ie
12032,2464,318,3,0,2019-12-10 02:27:56,mobile,android,firefox
12033,4327,163,3,0,2019-12-10 02:28:05,mobile,ios,safari
12034,2464,96,3,0,2019-12-10 02:28:43,mobile,android,firefox
12035,4327,176,4,0,2019-12-10 02:28:44,mobile,ios,safari
12036,2464,379,2,0,2019-12-10 02:28:46,mobile,android,firefox
12037,4327,71,1,0,2019-12-10 02:29:15,mobile,ios,safari
12038,2464,268,3,0,2019-12-10 02:29:27,mobile,android,firefox
12039,861,290,1,0,2019-12-10 02:31:50,mobile,ios,safari
12040,861,324,0,0,2019-12-10 02:32:01,mobile,ios,safari
12041,861,321,0,0,2019-12-10 02:32:03,mobile,ios,safari
12042,861,414,4,0,2019-12-10 02:32:07,mobile,ios,safari
12043,861,414,2,0,2019-12-10 02:32:29,mobile,ios,safari
12044,861,414,4,0,2019-12-10 02:32:34,mobile,ios,safari
12045,861,324,3,1,2019-12-10 02:33:03,mobile,ios,safari
12046,86,269,3,0,2019-12-10 02:34:02,mobile,ios,safari
12047,86,90,2,0,2019-12-10 02:34:26,mobile,ios,safari
12048,86,258,3,0,2019-12-10 02:34:48,mobile,ios,safari
12049,2446,168,1,0,2019-12-10 02:34:51,pc,win,ie
12050,2446,148,1,0,2019-12-10 02:35:45,pc,win,ie
12051,2446,294,1,1,2019-12-10 02:36:19,pc,win,ie
12052,2446,497,1,0,2019-12-10 02:36:21,pc,win,ie
12053,2446,148,0,0,2019-12-10 02:37:10,pc,win,ie
12054,3019,29,3,0,2019-12-10 02:42:17,mobile,ios,safari
12055,3019,29,4,0,2019-12-10 02:42:51,mobile,ios,safari
12056,3019,256,1,0,2019-12-10 02:43:25,mobile,ios,safari
12057,3019,462,1,0,2019-12-10 02:43:33,mobile,ios,safari
12058,3019,300,4,0,2019-12-10 02:43:49,mobile,ios,safari
12059,1548,334,0,0,2019-12-10 02:44:40,pc,mac,safari
12060,1548,243,3,0,2019-12-10 02:46:15,pc,mac,safari
12061,1548,366,3,1,2019-12-10 02:46:23,pc,mac,safari
12062,1548,341,4,0,2019-12-10 02:48:11,pc,mac,safari
12063,2261,183,3,0,2019-12-10 02:54:16,mobile,android,chrome
12064,2261,450,3,1,2019-12-10 02:54:27,mobile,android,chrome
12065,2261,231,3,0,2019-12-10 02:54:58,mobile,android,chrome
12066,2261,242,1,0,2019-12-10 02:55:19,mobile,android,chrome
12067,2261,298,2,0,2019-12-10 02:55:49,mobile,android,chrome
12068,3501,321,4,0,2019-12-10 02:55:53,mobile,ios,safari
12069,3501,324,4,0,2019-12-10 02:56:16,mobile,ios,safari
12070,2261,418,1,0,2019-12-10 02:56:22,mobile,android,chrome
12071,2261,203,4,0,2019-12-10 02:56:28,mobile,android,chrome
12072,3501,144,4,0,2019-12-10 02:56:29,mobile,ios,safari
12073,2261,115,3,0,2019-12-10 02:56:40,mobile,android,chrome
12074,3501,3,0,0,2019-12-10 02:56:51,mobile,ios,safari
12075,3501,486,0,0,2019-12-10 02:56:59,mobile,ios,safari
12076,3501,414,0,0,2019-12-10 02:57:19,mobile,ios,safari
12077,3501,431,2,0,2019-12-10 02:57:28,mobile,ios,safari
12078,3501,475,3,0,2019-12-10 02:57:33,mobile,ios,safari
12079,3501,104,1,0,2019-12-10 02:57:56,mobile,ios,safari
12080,2274,148,2,0,2019-12-10 03:00:24,pc,mac,safari
12081,2274,101,0,0,2019-12-10 03:00:55,pc,mac,safari
12082,2274,101,1,0,2019-12-10 03:01:19,pc,mac,safari
12083,2274,168,3,0,2019-12-10 03:01:49,pc,mac,safari
12084,2274,284,2,0,2019-12-10 03:02:18,pc,mac,safari
12085,2274,393,3,0,2019-12-10 03:02:38,pc,mac,safari
12086,2274,415,4,0,2019-12-10 03:02:57,pc,mac,safari
12087,2274,299,1,1,2019-12-10 03:03:26,pc,mac,safari
12088,2274,102,3,0,2019-12-10 03:03:40,pc,mac,safari
12089,3570,240,4,0,2019-12-10 03:04:30,mobile,ios,safari
12090,3570,445,2,0,2019-12-10 03:04:43,mobile,ios,safari
12091,1554,338,1,0,2019-12-10 03:06:45,mobile,ios,safari
12092,1554,338,3,0,2019-12-10 03:06:52,mobile,ios,safari
12093,2334,327,2,0,2019-12-10 03:07:44,mobile,android,chrome
12094,1554,301,3,0,2019-12-10 03:07:45,mobile,ios,safari
12095,1554,192,4,0,2019-12-10 03:08:13,mobile,ios,safari
12096,2334,50,3,0,2019-12-10 03:08:18,mobile,android,chrome
12097,1680,185,2,0,2019-12-10 03:23:43,mobile,ios,safari
12098,1680,359,2,0,2019-12-10 03:23:58,mobile,ios,safari
12099,1680,205,0,1,2019-12-10 03:24:05,mobile,ios,safari
12100,1680,20,2,0,2019-12-10 03:24:20,mobile,ios,safari
12101,2535,485,0,0,2019-12-10 03:24:23,pc,mac,safari
12102,1680,223,3,0,2019-12-10 03:24:29,mobile,ios,safari
