id,user_id,article_id,campaign_id,click,datetime,device,os,browser
0,4844,9,4,0,2019-12-01 00:13:19,mobile,ios,safari
1,4844,158,4,0,2019-12-01 00:13:51,mobile,ios,safari
2,4844,158,0,0,2019-12-01 00:14:01,mobile,ios,safari
3,2943,151,1,0,2019-12-01 00:24:51,mobile,android,chrome
4,2943,473,1,0,2019-12-01 00:25:02,mobile,android,chrome
5,2943,151,2,0,2019-12-01 00:25:08,mobile,android,chrome
6,2943,49,3,0,2019-12-01 00:25:17,mobile,android,chrome
7,2943,263,0,0,2019-12-01 00:25:25,mobile,android,chrome
8,2943,151,3,0,2019-12-01 00:25:30,mobile,android,chrome
9,2943,473,3,0,2019-12-01 00:25:43,mobile,android,chrome
10,2943,430,1,0,2019-12-01 00:25:48,mobile,android,chrome
11,2943,397,2,0,2019-12-01 00:25:55,mobile,android,chrome
12,2943,19,0,0,2019-12-01 00:25:59,mobile,android,chrome
13,2943,166,1,0,2019-12-01 00:26:10,mobile,android,chrome
14,2943,412,1,0,2019-12-01 00:26:24,mobile,android,chrome
15,2943,454,1,0,2019-12-01 00:26:36,mobile,android,chrome
16,2943,36,1,0,2019-12-01 00:26:45,mobile,android,chrome
17,4225,365,1,0,2019-12-01 00:46:56,pc,mac,safari
18,4225,200,0,0,2019-12-01 00:47:13,pc,mac,safari
19,1929,135,3,1,2019-12-01 00:50:20,mobile,android,default
20,1929,101,4,0,2019-12-01 00:51:07,mobile,android,default
21,1929,294,0,0,2019-12-01 00:51:31,mobile,android,default
22,1929,154,3,0,2019-12-01 00:51:40,mobile,android,default
23,4831,83,4,0,2019-12-01 00:54:30,mobile,ios,safari
24,4831,331,3,0,2019-12-01 00:54:58,mobile,ios,safari
25,4831,401,1,0,2019-12-01 00:55:10,mobile,ios,safari
26,4831,292,4,0,2019-12-01 00:55:21,mobile,ios,safari
27,4831,118,0,0,2019-12-01 00:55:29,mobile,ios,safari
28,3268,33,4,0,2019-12-01 00:57:40,mobile,android,chrome
29,3268,454,0,0,2019-12-01 00:57:56,mobile,android,chrome
30,3268,166,3,0,2019-12-01 00:58:15,mobile,android,chrome
31,3268,412,0,0,2019-12-01 00:58:31,mobile,android,chrome
32,3268,7,2,0,2019-12-01 00:58:42,mobile,android,chrome
33,3268,459,4,0,2019-12-01 00:58:47,mobile,android,chrome
34,3509,460,0,0,2019-12-01 01:09:49,pc,mac,safari
35,3509,264,4,0,2019-12-01 01:09:50,pc,mac,safari
36,3509,115,4,0,2019-12-01 01:10:01,pc,mac,safari
37,3509,443,0,0,2019-12-01 01:10:31,pc,mac,safari
38,3509,298,4,0,2019-12-01 01:10:39,pc,mac,safari
39,575,168,1,0,2019-12-01 01:11:54,mobile,android,chrome
40,575,135,1,0,2019-12-01 01:12:01,mobile,android,chrome
41,575,68,4,0,2019-12-01 01:12:04,mobile,android,chrome
42,575,51,3,0,2019-12-01 01:12:23,mobile,android,chrome
43,575,499,2,0,2019-12-01 01:12:23,mobile,android,chrome
44,575,473,3,0,2019-12-01 01:12:33,mobile,android,chrome
45,575,263,1,0,2019-12-01 01:12:47,mobile,android,chrome
46,2744,23,0,0,2019-12-01 01:20:16,mobile,android,chrome
47,2744,209,1,0,2019-12-01 01:20:36,mobile,android,chrome
48,2744,19,4,0,2019-12-01 01:20:45,mobile,android,chrome
49,3636,62,2,1,2019-12-01 01:26:40,pc,win,chrome
50,3636,386,0,0,2019-12-01 01:26:41,pc,win,chrome
51,3636,445,1,0,2019-12-01 01:26:50,pc,win,chrome
52,3636,75,0,0,2019-12-01 01:27:21,pc,win,chrome
53,3636,445,0,0,2019-12-01 01:27:40,pc,win,chrome
