id,user_id,article_id,campaign_id,click,datetime,device,os,browser
2212,1726,185,1,0,2019-12-03 00:07:33,pc,win,ie
2213,1726,223,4,0,2019-12-03 00:07:55,pc,win,ie
2214,1726,221,0,0,2019-12-03 00:08:45,pc,win,ie
2215,2674,312,1,0,2019-12-03 00:14:51,mobile,android,chrome
2216,2674,392,1,0,2019-12-03 00:15:12,mobile,android,chrome
2217,2674,488,2,0,2019-12-03 00:15:20,mobile,android,chrome
2218,2674,415,3,0,2019-12-03 00:15:37,mobile,android,chrome
2219,4245,13,1,0,2019-12-03 00:16:05,mobile,android,chrome
2220,2674,284,3,0,2019-12-03 00:16:05,mobile,android,chrome
2221,2674,284,2,0,2019-12-03 00:16:09,mobile,android,chrome
2222,2674,284,0,0,2019-12-03 00:16:15,mobile,android,chrome
2223,4245,142,1,0,2019-12-03 00:16:32,mobile,android,chrome
2224,4245,299,4,0,2019-12-03 00:16:43,mobile,android,chrome
2225,4245,299,3,0,2019-12-03 00:16:55,mobile,android,chrome
2226,4477,73,4,0,2019-12-03 00:25:49,pc,mac,safari
2227,4477,53,0,0,2019-12-03 00:26:44,pc,mac,safari
2228,577,415,1,0,2019-12-03 00:35:30,mobile,android,chrome
2229,597,284,0,0,2019-12-03 00:35:37,mobile,android,chrome
2230,577,139,0,0,2019-12-03 00:35:46,mobile,android,chrome
2231,577,74,2,0,2019-12-03 00:35:52,mobile,android,chrome
2232,577,74,4,0,2019-12-03 00:35:58,mobile,android,chrome
2233,577,299,2,0,2019-12-03 00:36:08,mobile,android,chrome
2234,577,470,0,0,2019-12-03 00:36:23,mobile,android,chrome
2235,597,470,4,0,2019-12-03 00:36:28,mobile,android,chrome
2236,577,74,0,0,2019-12-03 00:36:31,mobile,android,chrome
2237,597,158,2,0,2019-12-03 00:37:09,mobile,android,chrome
2238,597,59,4,1,2019-12-03 00:37:19,mobile,android,chrome
2239,2016,217,4,0,2019-12-03 00:45:11,mobile,android,chrome
2240,2016,97,1,0,2019-12-03 00:45:45,mobile,android,chrome
2241,2016,215,4,0,2019-12-03 00:45:57,mobile,android,chrome
2242,162,382,0,1,2019-12-03 00:54:28,mobile,ios,safari
2243,162,178,3,0,2019-12-03 00:55:03,mobile,ios,safari
2244,162,88,3,0,2019-12-03 00:55:22,mobile,ios,safari
2245,162,330,3,1,2019-12-03 00:55:24,mobile,ios,safari
2246,4631,484,4,0,2019-12-03 00:56:10,mobile,android,chrome
2247,4631,59,3,0,2019-12-03 00:56:18,mobile,android,chrome
2248,4631,384,0,0,2019-12-03 00:56:34,mobile,android,chrome
2249,4631,107,0,0,2019-12-03 00:56:44,mobile,android,chrome
2250,4631,19,4,0,2019-12-03 00:56:59,mobile,android,chrome
2251,4631,428,0,1,2019-12-03 00:57:21,mobile,android,chrome
2252,4631,384,4,0,2019-12-03 00:57:36,mobile,android,chrome
2253,4631,373,2,0,2019-12-03 00:57:58,mobile,android,chrome
2254,2542,355,2,0,2019-12-03 01:10:14,pc,mac,chrome
2255,2542,355,3,0,2019-12-03 01:10:42,pc,mac,chrome
2256,2542,355,3,0,2019-12-03 01:11:18,pc,mac,chrome
2257,2542,444,0,0,2019-12-03 01:11:22,pc,mac,chrome
2258,77,175,2,0,2019-12-03 01:11:55,pc,mac,chrome
2259,77,78,2,0,2019-12-03 01:11:55,pc,mac,chrome
2260,77,183,2,0,2019-12-03 01:12:08,pc,mac,chrome
2261,77,270,3,0,2019-12-03 01:12:32,pc,mac,chrome
2262,77,1,2,0,2019-12-03 01:13:10,pc,mac,chrome
2263,77,124,4,0,2019-12-03 01:13:11,pc,mac,chrome
2264,2178,160,0,0,2019-12-03 01:16:28,pc,mac,safari
2265,2178,441,0,0,2019-12-03 01:16:59,pc,mac,safari
2266,2178,448,3,0,2019-12-03 01:17:12,pc,mac,safari
2267,2178,235,0,0,2019-12-03 01:17:54,pc,mac,safari
2268,2178,19,0,0,2019-12-03 01:18:46,pc,mac,safari
2269,4088,149,2,0,2019-12-03 01:19:59,pc,mac,chrome
2270,4088,298,3,0,2019-12-03 01:21:16,pc,mac,chrome
2271,2536,168,1,0,2019-12-03 01:24:07,mobile,ios,safari
2272,2536,101,4,0,2019-12-03 01:24:27,mobile,ios,safari
2273,2536,88,2,0,2019-12-03 01:24:56,mobile,ios,safari
2274,2480,8,3,1,2019-12-03 01:25:41,mobile,ios,safari
2275,2480,222,2,0,2019-12-03 01:26:02,mobile,ios,safari
2276,2480,175,3,0,2019-12-03 01:26:05,mobile,ios,safari
2277,2480,175,1,0,2019-12-03 01:26:08,mobile,ios,safari
2278,2480,458,2,0,2019-12-03 01:26:19,mobile,ios,safari
2279,2480,333,4,0,2019-12-03 01:26:24,mobile,ios,safari
2280,2480,232,1,0,2019-12-03 01:26:34,mobile,ios,safari
2281,255,330,3,0,2019-12-03 01:27:47,mobile,android,default
2282,255,283,4,0,2019-12-03 01:28:03,mobile,android,default
2283,255,174,0,0,2019-12-03 01:28:07,mobile,android,default
2284,255,174,3,0,2019-12-03 01:28:31,mobile,android,default
