id,user_id,article_id,campaign_id,click,datetime,device,os,browser
1067,3285,332,3,0,2019-12-02 00:02:34,mobile,android,chrome
1068,3285,50,0,0,2019-12-02 00:03:09,mobile,android,chrome
1069,3285,287,1,0,2019-12-02 00:03:26,mobile,android,chrome
1070,3285,287,1,0,2019-12-02 00:03:46,mobile,android,chrome
1071,1389,438,4,0,2019-12-02 00:04:18,mobile,android,default
1072,1389,165,1,0,2019-12-02 00:04:22,mobile,android,default
1073,1389,461,3,0,2019-12-02 00:04:46,mobile,android,default
1074,1389,438,0,0,2019-12-02 00:04:54,mobile,android,default
1075,1389,181,1,0,2019-12-02 00:05:02,mobile,android,default
1076,1389,88,1,0,2019-12-02 00:05:16,mobile,android,default
1077,1389,88,1,0,2019-12-02 00:05:20,mobile,android,default
1078,1389,330,4,0,2019-12-02 00:05:28,mobile,android,default
1079,3044,59,3,0,2019-12-02 00:10:39,pc,mac,safari
1080,3044,9,0,1,2019-12-02 00:10:49,pc,mac,safari
1081,3044,17,1,0,2019-12-02 00:11:13,pc,mac,safari
1082,2617,471,2,0,2019-12-02 00:11:25,mobile,android,chrome
1083,3044,9,4,0,2019-12-02 00:11:39,pc,mac,safari
1084,2617,387,4,0,2019-12-02 00:11:54,mobile,android,chrome
1085,3044,253,3,0,2019-12-02 00:12:02,pc,mac,safari
1086,3044,228,4,0,2019-12-02 00:12:09,pc,mac,safari
1087,2617,18,1,0,2019-12-02 00:12:15,mobile,android,chrome
1088,3044,9,2,0,2019-12-02 00:12:17,pc,mac,safari
1089,2617,499,3,0,2019-12-02 00:12:28,mobile,android,chrome
1090,3044,253,0,0,2019-12-02 00:12:34,pc,mac,safari
1091,2617,145,3,0,2019-12-02 00:12:39,mobile,android,chrome
1092,3044,253,2,0,2019-12-02 00:12:47,pc,mac,safari
1093,3044,17,0,1,2019-12-02 00:12:55,pc,mac,safari
1094,2617,459,3,0,2019-12-02 00:13:01,mobile,android,chrome
1095,3044,253,3,0,2019-12-02 00:13:08,pc,mac,safari
